Ashley Walls,3.28
Jenny Cunningham,3.28
Brian Turner,8.96
Lisa Valenzuela,8.96
Annette Gray,17.98
Crystal Reyes,18.08
Dwayne Mccarty,18.08
Jenny Cunningham,18.08
Parker Fuentes,18.08
Parker Fuentes,18.08
Barbara Montgomery,28.76
Brian Turner,28.76
Crystal Hendrix,28.76
Meghan Bernard,28.76
Penny Mendez,28.76
Annette Gray,29.7
Barbara Montgomery,29.7
Natalie Wolf,29.7
Barbara Montgomery,31.14
Brian Turner,31.14
Lisa Valenzuela,31.14
Richard Henderson,31.14
Richard Henderson,31.14
Christine Cooper,35.26
Jenny Cunningham,35.26
Lisa Valenzuela,35.26
Penny Mendez,35.26
William Pittman,35.26
Natalie Wolf,39
Brian Turner,42.03
Annette Gray,43.46
Daniel Smith,43.46
Lisa Valenzuela,43.46
Tyler Perez DDS,43.46
Barbara Montgomery,47.28
Daniel Smith,47.28
Penny Mendez,47.28
William Pittman,48.51
Ashley Walls,71.22
Barbara Montgomery,71.22
Ashley Walls,84.4
Barbara Montgomery,84.4
Brian Turner,86.42
Brian Turner,86.42
Dwayne Mccarty,86.42
Daniel Smith,90.57
Jenny Cunningham,92.77
Meghan Bernard,92.77
Michael Rogers,97.37
Parker Fuentes,97.37
