Barbara Montgomery,3.28
William Pittman,3.28
Parker Fuentes,8.96
Ashley Walls,18.08
Christine Cooper,18.08
Jenny Cunningham,18.08
Jenny Cunningham,18.08
Meghan Bernard,18.08
Michael Rogers,18.08
Natalie Wolf,18.08
Penny Mendez,18.08
Barbara Montgomery,28.76
Brian Turner,28.76
Penny Mendez,28.76
Richard Henderson,28.76
Ashley Walls,29.7
Barbara Montgomery,31.14
Crystal Hendrix,31.14
Daniel Smith,31.14
Lisa Valenzuela,31.14
Crystal Reyes,35.26
Lisa Valenzuela,35.26
Natalie Wolf,35.26
Tyler Perez DDS,35.26
Christine Cooper,42.03
Meghan Bernard,42.03
Natalie Wolf,42.03
Richard Henderson,42.03
Crystal Reyes,43.46
Natalie Wolf,43.46
Brian Turner,47.28
Dwayne Mccarty,47.28
Annette Gray,48.51
Jenny Cunningham,48.51
Tyler Perez DDS,48.51
Annette Gray,71.22
Ashley Walls,71.22
Barbara Montgomery,71.22
Daniel Smith,71.22
Meghan Bernard,71.22
Penny Mendez,71.22
Brian Turner,84.4
Crystal Reyes,84.4
Annette Gray,86.42
Barbara Montgomery,86.42
Brian Turner,86.42
Christine Cooper,86.42
Meghan Bernard,86.42
Penny Mendez,86.42
Daniel Smith,90.57
Emily Brady,90.57
Jenny Cunningham,90.57
Parker Fuentes,90.57
Christine Cooper,92.77
Annette Gray,97.37
Annette Gray,97.37
Christine Cooper,97.37
Crystal Hendrix,97.37
Emily Brady,97.37
Tyler Perez DDS,97.37
