Annette Gray,3.28
Crystal Reyes,3.28
Daniel Smith,3.28
Emily Brady,3.28
Natalie Wolf,3.28
Meghan Bernard,8.96
Tyler Perez DDS,8.96
Barbara Montgomery,17.98
Crystal Hendrix,18.08
Michael Rogers,18.08
Natalie Wolf,18.08
Daniel Smith,28.62
Meghan Bernard,28.62
Penny Mendez,28.62
Brian Turner,28.76
Brian Turner,29.7
Meghan Bernard,29.7
Ashley Walls,31.14
Crystal Hendrix,31.14
Jenny Cunningham,35.26
Crystal Hendrix,42.03
Jenny Cunningham,42.03
Lisa Valenzuela,42.03
Ashley Walls,47.28
Michael Rogers,48.51
Christine Cooper,71.22
Meghan Bernard,71.22
Natalie Wolf,71.22
Annette Gray,84.4
Brian Turner,84.4
Christine Cooper,84.4
Richard Henderson,86.42
Daniel Smith,90.57
Emily Brady,90.57
Parker Fuentes,90.57
Richard Henderson,90.57
Barbara Montgomery,97.37
Dwayne Mccarty,97.37
Penny Mendez,97.37
Penny Mendez,97.37
