Christine Cooper,3.28
Daniel Smith,3.28
Natalie Wolf,3.28
Ashley Walls,8.96
Emily Brady,8.96
Crystal Reyes,17.98
Daniel Smith,17.98
Brian Turner,18.08
Emily Brady,18.08
William Pittman,18.08
Annette Gray,28.62
Natalie Wolf,28.62
Michael Rogers,28.76
Tyler Perez DDS,28.76
Natalie Wolf,29.7
Crystal Reyes,31.14
Christine Cooper,35.26
Christine Cooper,39
Crystal Hendrix,39
Penny Mendez,39
Annette Gray,42.03
Brian Turner,42.03
Penny Mendez,42.03
Ashley Walls,43.46
William Pittman,43.46
William Pittman,43.46
Crystal Reyes,47.28
Tyler Perez DDS,47.28
Crystal Hendrix,48.51
Christine Cooper,71.22
Daniel Smith,71.22
William Pittman,71.22
Ashley Walls,84.4
Brian Turner,84.4
Emily Brady,84.4
Crystal Reyes,86.42
Dwayne Mccarty,86.42
Meghan Bernard,90.57
Meghan Bernard,92.77
Natalie Wolf,92.77
