Daniel Smith,3.28
Emily Brady,3.28
Annette Gray,8.96
Crystal Reyes,8.96
Penny Mendez,17.98
Christine Cooper,18.08
Richard Henderson,28.62
Brian Turner,28.76
Daniel Smith,28.76
Emily Brady,28.76
Parker Fuentes,28.76
Annette Gray,29.7
Lisa Valenzuela,29.7
Tyler Perez DDS,29.7
Penny Mendez,31.14
Crystal Reyes,35.26
Dwayne Mccarty,35.26
Ashley Walls,39
Dwayne Mccarty,39
Emily Brady,39
Brian Turner,42.03
Meghan Bernard,42.03
Penny Mendez,42.03
Crystal Reyes,43.46
Crystal Reyes,47.28
Crystal Hendrix,48.51
Dwayne Mccarty,48.51
Meghan Bernard,48.51
Meghan Bernard,48.51
Michael Rogers,48.51
Ashley Walls,71.22
Brian Turner,71.22
Crystal Hendrix,71.22
Crystal Hendrix,71.22
Lisa Valenzuela,71.22
Parker Fuentes,71.22
Annette Gray,84.4
Annette Gray,84.4
Annette Gray,84.4
Penny Mendez,84.4
Brian Turner,86.42
Annette Gray,90.57
Ashley Walls,92.77
Daniel Smith,92.77
Lisa Valenzuela,92.77
Parker Fuentes,92.77
Christine Cooper,97.37
Crystal Hendrix,97.37
Daniel Smith,97.37
Michael Rogers,97.37
