Emily Brady,17.98
Christine Cooper,18.08
Barbara Montgomery,28.62
Natalie Wolf,28.62
Tyler Perez DDS,28.62
Richard Henderson,28.76
Crystal Reyes,29.7
Meghan Bernard,29.7
Michael Rogers,29.7
Christine Cooper,31.14
Daniel Smith,31.14
Meghan Bernard,31.14
Daniel Smith,35.26
Penny Mendez,35.26
Lisa Valenzuela,42.03
Penny Mendez,42.03
Richard Henderson,47.28
Richard Henderson,47.28
Natalie Wolf,71.22
Barbara Montgomery,84.4
Christine Cooper,84.4
Barbara Montgomery,86.42
Crystal Reyes,86.42
Crystal Reyes,90.57
Lisa Valenzuela,90.57
Crystal Hendrix,92.77
Crystal Reyes,92.77
Jenny Cunningham,92.77
Crystal Hendrix,97.37
Natalie Wolf,97.37
