Barbara Montgomery,90.57
Penny Mendez,97.37
Tyler Perez DDS,31.14
Annette Gray,92.77
Christine Cooper,17.98
Dwayne Mccarty,17.98
Jenny Cunningham,17.98
William Pittman,3.28
Ashley Walls,35.26
Daniel Smith,18.08
Crystal Reyes,39.0
William Pittman,17.98
Ashley Walls,3.28
Parker Fuentes,28.76
Meghan Bernard,8.96
Ashley Walls,29.7
Lisa Valenzuela,18.08
Brian Turner,29.7
Michael Rogers,8.96
William Pittman,86.42
Richard Henderson,28.76
Daniel Smith,86.42
Emily Brady,3.28
Brian Turner,31.14
Brian Turner,3.28
Crystal Hendrix,71.22
Christine Cooper,39.0
Dwayne Mccarty,84.4
Lisa Valenzuela,43.46
Parker Fuentes,97.37
Emily Brady,29.7
Jenny Cunningham,92.77
Tyler Perez DDS,84.4
Crystal Reyes,28.76
Tyler Perez DDS,90.57
Tyler Perez DDS,47.28
Emily Brady,28.62
Richard Henderson,47.28
Jenny Cunningham,28.76
Barbara Montgomery,86.42
William Pittman,71.22
Penny Mendez,47.28
Richard Henderson,3.28
William Pittman,86.42
Brian Turner,28.62
Meghan Bernard,29.7
Emily Brady,18.08
Richard Henderson,39.0
Barbara Montgomery,8.96
Ashley Walls,84.4
Crystal Reyes,17.98
Meghan Bernard,18.08
Richard Henderson,86.42
Tyler Perez DDS,35.26
Richard Henderson,17.98
Lisa Valenzuela,71.22
Emily Brady,31.14
Richard Henderson,71.22
Barbara Montgomery,3.28
Michael Rogers,71.22
Daniel Smith,47.28
Crystal Reyes,28.76
Jenny Cunningham,29.7
Ashley Walls,35.26
Penny Mendez,28.76
Ashley Walls,48.51
Meghan Bernard,90.57
Annette Gray,97.37
Brian Turner,48.51
Jenny Cunningham,47.28
