Brian Turner,28.76
Christine Cooper,18.08
Daniel Smith,71.22
Richard Henderson,42.03
Barbara Montgomery,86.42
Crystal Reyes,35.26
Natalie Wolf,42.03
Ashley Walls,71.22
Tyler Perez DDS,97.37
Annette Gray,97.37
Ashley Walls,29.7
Parker Fuentes,90.57
Annette Gray,71.22
Daniel Smith,90.57
Ashley Walls,18.08
Parker Fuentes,8.96
Lisa Valenzuela,31.14
Lisa Valenzuela,35.26
Crystal Reyes,43.46
Barbara Montgomery,28.76
Jenny Cunningham,18.08
Daniel Smith,31.14
Crystal Hendrix,31.14
Crystal Hendrix,97.37
Meghan Bernard,18.08
Penny Mendez,86.42
Penny Mendez,18.08
Christine Cooper,86.42
Jenny Cunningham,18.08
William Pittman,3.28
Meghan Bernard,86.42
Dwayne Mccarty,47.28
Tyler Perez DDS,48.51
Jenny Cunningham,90.57
Barbara Montgomery,71.22
Brian Turner,84.4
Christine Cooper,42.03
Barbara Montgomery,31.14
Natalie Wolf,18.08
Crystal Reyes,84.4
Annette Gray,86.42
Natalie Wolf,35.26
Brian Turner,47.28
Tyler Perez DDS,35.26
Brian Turner,86.42
Christine Cooper,92.77
Annette Gray,48.51
Annette Gray,97.37
Penny Mendez,28.76
Richard Henderson,28.76
Meghan Bernard,42.03
Emily Brady,90.57
Barbara Montgomery,3.28
Jenny Cunningham,48.51
Christine Cooper,97.37
Natalie Wolf,43.46
Penny Mendez,71.22
Emily Brady,97.37
Meghan Bernard,71.22
Michael Rogers,18.08
